杜绝加密®️,#genre#
第一诫【国语】（香港恐怖片）,https://vip.lzcdn2.com/20220324/355_4b0f8d68/index.m3u8
黑客2018（美国恐怖片）,https://vip1.lz-cdn1.com/20220323/414_9ba0416f/index.m3u8
兰勃：飞棺（印度尼西亚恐怖片）,https://vip1.lz-cdn1.com/20220323/402_38b1a7e4/index.m3u8
隔离区（美国恐怖片）,https://vip.lzcdn2.com/20220323/313_b52245cd/index.m3u8
荒岛尸变【粤语】2019（香港恐怖片）,https://vip1.lz-cdn1.com/20220323/398_1dfabf26/index.m3u8
最后一间房（中国大陆恐怖片）,https://vip1.lz-cdn1.com/20220323/390_e0c35a34/index.m3u8
邪恶礼物（意大利恐怖片）,https://vip1.lz-cdn1.com/20220323/389_8ec53b25/index.m3u8
血色圣诞（挪威恐怖片）,https://vip1.lz-cdn1.com/20220323/388_cb6e63f0/index.m3u8
花甲警官（印度恐怖片）,https://vip1.lz-cdn1.com/20220323/384_2f6c5494/index.m3u8
诡屋惊魂（英国恐怖片）,https://vip1.lz-cdn1.com/20220323/378_f1c9635a/index.m3u8
化身2022（美国恐怖片）,https://vip1.lz-cdn1.com/20220322/363_5fc8dd1b/index.m3u8
金钱窒爱（美国恐怖片）,https://vip1.lz-cdn1.com/20220322/350_63532e54/index.m3u8
深水（美国恐怖片）,https://vip1.lz-cdn1.com/20220322/349_afca590a/index.m3u8
密案1922（中国大陆恐怖片）,https://vip1.lz-cdn1.com/20220322/365_4ce1949f/index.m3u8
6:45（美国恐怖片）,https://vip1.lz-cdn1.com/20220322/343_ca30200b/index.m3u8
致命感应（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/236_1cb22536/index.m3u8
杀手假期2018（美国恐怖片）,https://vip1.lz-cdn1.com/20220322/336_6b359b61/index.m3u8
灵异漩涡之万丈鬼渊（日本恐怖片）,https://vip1.lz-cdn1.com/20220318/331_c180dd3b/index.m3u8
再见了，小蝴蝶（美国恐怖片）,https://dow1.lzidw.com/20220318/329_cf8940be/再见了，小蝴蝶.mp4
血腥的修女2：诅咒（美国恐怖片）,https://vip1.lz-cdn1.com/20220318/325_2e94d0fc/index.m3u8
南巫（马来西亚恐怖片）,https://vip1.lz-cdn1.com/20220318/312_80d760a5/index.m3u8
鬼门（韩国恐怖片）,https://vip1.lz-cdn1.com/20220318/291_4d578a04/index.m3u8
密室逃生2（美国恐怖片）,https://vip1.lz-cdn1.com/20220318/287_7eb1c438/index.m3u8
屏住呼吸2（美国恐怖片）,https://vip1.lz-cdn1.com/20220318/285_74f0956b/index.m3u8
精致晚宴（美国恐怖片）,https://vip1.lz-cdn1.com/20220318/281_8191a7f6/index.m3u8
不法正义（卢森堡恐怖片）,https://vip1.lz-cdn1.com/20220318/279_a4829ea0/index.m3u8
赢利（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/269_bb140595/index.m3u8
逃脱的女孩（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/262_ea146555/index.m3u8
人鱼咒（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/258_ab018e46/index.m3u8
怪奇验尸官：病害疑云（法国恐怖片）,https://vip1.lz-cdn1.com/20220317/249_c33ecc26/index.m3u8
偷窥者2021（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/240_8d1be27c/index.m3u8
猎物2021（德国恐怖片）,https://vip1.lz-cdn1.com/20220317/237_5fad630c/index.m3u8
鬼屋惊魂2017（加拿大恐怖片）,https://vip1.lz-cdn1.com/20220317/219_8021496d/index.m3u8
夜读惊魂（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/207_5067b34a/index.m3u8
老去（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/205_5f1c0515/index.m3u8
惊魂记（美国恐怖片）,https://vip.lzcdn2.com/20220320/123_5b536631/index.m3u8
灵媒（泰国恐怖片）,https://vip1.lz-cdn1.com/20220317/198_d8d8b1fe/index.m3u8
疯女人的舞会（法国恐怖片）,https://vip1.lz-cdn1.com/20220317/187_b1559201/index.m3u8
电锯惊魂8：竖锯（美国恐怖片）,https://vip.lzcdn2.com/20220320/110_2aca93d3/index.m3u8
电锯惊魂7（美国恐怖片）,https://vip.lzcdn2.com/20220320/112_5063f883/index.m3u8
电锯惊魂6（美国恐怖片）,https://vip.lzcdn2.com/20220320/111_25b954f3/index.m3u8
电锯惊魂5（美国恐怖片）,https://vip.lzcdn2.com/20220320/109_3d8065a9/index.m3u8
电锯惊魂4（美国恐怖片）,https://vip.lzcdn2.com/20220320/108_adacd475/index.m3u8
电锯惊魂3（美国恐怖片）,https://vip.lzcdn2.com/20220320/107_6d79b5dc/index.m3u8
电锯惊魂2（美国恐怖片）,https://vip.lzcdn2.com/20220320/114_fda49280/index.m3u8
电锯惊魂（美国恐怖片）,https://vip.lzcdn2.com/20220320/106_793772be/index.m3u8
罪人（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/173_dbf7c859/index.m3u8
37号2018（南非恐怖片）,https://vip1.lz-cdn1.com/20220317/170_8e851afb/index.m3u8
算牌人（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/167_dc5c9ddb/index.m3u8
门后的男孩（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/162_3cec9f74/index.m3u8
魔爪入室（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/157_de8d504a/index.m3u8
因果效应（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/138_6297527f/index.m3u8
兽猎荒原（西班牙恐怖片）,https://vip1.lz-cdn1.com/20220317/117_d9cf7f7b/index.m3u8
猎人：死亡符文（瑞典恐怖片）,https://vip1.lz-cdn1.com/20220317/87_d716d0f3/index.m3u8
一天的终结（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/82_cd187c03/index.m3u8
黑色星期五（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/73_09cc27ae/index.m3u8
陪我玩2021（墨西哥恐怖片）,https://vip1.lz-cdn1.com/20220317/72_6c7d27b2/index.m3u8
阴阳镇怪谈2022（大陆恐怖片）,https://vip1.lz-cdn1.com/20220317/70_66ddc3b9/index.m3u8
不耻真相（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/62_851c796c/index.m3u8
最后一眼（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/58_222c6911/index.m3u8
灵语（台湾恐怖片）,https://vip1.lz-cdn1.com/20220317/53_4dd36d40/index.m3u8
火热的吻（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/52_b62d24b1/index.m3u8
帮我看看（加拿大恐怖片）,https://vip1.lz-cdn1.com/20220317/47_510e2eef/index.m3u8
不老山异事（大陆恐怖片）,https://vip1.lz-cdn1.com/20220317/28_ef29944f/index.m3u8
退缩2021（美国恐怖片）,https://vip1.lz-cdn1.com/20220317/3_8dc5ab2e/index.m3u8

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
👉战争片💣,#genre#





铁血女枪手（大陆战争片）,https://v.cdnlz3.com/20240609/23537_eb21befa/index.m3u8
拂晓的爆炸（大陆战争片）,https://v.cdnlz19.com/20240607/36474_e8aa0ca7/index.m3u8
冬季战争（法国战争片）,https://v.cdnlz12.com/20240603/14920_463be8eb/index.m3u8
四渡赤水（大陆战争片）,https://v.cdnlz20.com/20240524/8656_8254dbec/index.m3u8
斗争人生（法国战争片）,https://v.cdnlz12.com/20240519/14430_79f2dc78/index.m3u8
满分之一秒（韩国战争片）,https://v.cdnlz12.com/20240507/13869_4e7d0384/index.m3u8
吕正操1942（大陆战争片）,https://v.cdnlz20.com/20240505/6847_814f3501/index.m3u8
卡尔巴拉（波兰战争片）,https://v.cdnlz19.com/20240426/31196_71cd9c51/index.m3u8
天空2023（俄罗斯战争片）,https://v.cdnlz2.com/20240424/30444_56a3b118/index.m3u8
战火中的小狐狸2022（德国 / 奥地利战争片）,https://v.cdnlz2.com/20240423/30429_9ac232f9/index.m3u8
谢尔沙（印度战争片）,https://v.cdnlz19.com/20240414/27279_da7735c3/index.m3u8
热血地雷战2024（大陆战争片）,https://v.cdnlz12.com/20240302/12284_9df31a2d/index.m3u8
伊丽莎白2：黄金时代（英国战争片）,https://v.cdnlz12.com/20240222/11733_c6dcd584/index.m3u8
利益区域（美国战争片）,https://v.cdnlz12.com/20240221/11687_9771838a/index.m3u8
狮入羊口（美国战争片）,https://v.cdnlz12.com/20240219/11613_ee7ae823/index.m3u8
盟军夺宝队（美国战争片）,https://v.cdnlz2.com/20240207/28784_15125e45/index.m3u8
希特勒最后的秘密武器（德国战争片）,https://v.cdnlz2.com/20240207/28782_0930ecb6/index.m3u8
露梁海战（韩国战争片）,https://v.cdnlz19.com/20240205/13018_c311202b/index.m3u8
逃离金边（柬埔寨 / 新加坡 / 澳大利亚战争片）,https://v.cdnlz12.com/20240204/11361_aef0abf3/index.m3u8
与恶魔携手（加拿大战争片）,https://v.cdnlz12.com/20240202/11255_2580c26a/index.m3u8
花岗岩（俄罗斯战争片）,https://v.cdnlz17.com/20240128/106802_75c91385/index.m3u8
坚强的心2007（美国战争片）,https://v.cdnlz12.com/20240130/11198_f76de230/index.m3u8
赤色天使（日本战争片）,https://v.cdnlz2.com/20240127/28332_4af92a0f/index.m3u8
拿破仑2023（英国战争片）,https://v.cdnlz2.com/20240120/28127_4ad9f5bb/index.m3u8
艾希曼（匈牙利 / 英国战争片）,https://v.cdnlz3.com/20240117/22808_c1660c70/index.m3u8
游牧战神（法国战争片）,https://v.cdnlz3.com/20240114/22763_47078246/index.m3u8
开国将帅授衔1955（大陆战争片）,https://v.cdnlz3.com/20240113/22760_c4dff67b/index.m3u8
势不可挡2020（大陆战争片）,https://v.cdnlz17.com/20240109/90003_dcb2b607/index.m3u8
科蒂兹堡大逃亡（英国战争片）,https://v.cdnlz3.com/20240111/22722_99cef6fb/index.m3u8
柏林之翼（俄罗斯战争片）,https://v.cdnlz3.com/20240110/22716_ab004ffc/index.m3u8
谁开的枪（大陆战争片）,https://v.cdnlz12.com/20240109/10982_9850b899/index.m3u8
命运无常（匈牙利 / 德国 / 英国战争片）,https://v.cdnlz3.com/20240108/22679_87238b34/index.m3u8
烈日灼人2(上)：逃难（德国 / 法国 / 俄罗斯战争片）,https://v.cdnlz17.com/20240104/89675_c174b270/index.m3u8
远东特遣队之初试锋芒（大陆战争片）,https://v.cdnlz17.com/20231231/88827_9adcb0db/index.m3u8
战地之狼（英国战争片）,https://v.cdnlz3.com/20231231/22546_01025c66/index.m3u8
终极胜利（大陆战争片）,https://v.cdnlz11.com/20231225/18845_25b2c94f/index.m3u8
无路可退2022（乌克兰战争片）,https://v.cdnlz4.com/20231213/26222_58f45044/index.m3u8
雪绒花海盗2005（德国/瑞士/荷兰/卢森堡战争片）,https://v.cdnlz11.com/20231216/18722_5bfca72b/index.m3u8
浴血突围1942（大陆战争片）,https://v.cdnlz2.com/20231215/27423_fb885e63/index.m3u8
超越前线（瑞典语 / 芬兰语 / 俄语战争片）,https://v.cdnlz11.com/20231214/18680_cdaa533e/index.m3u8
边城英烈传（美国战争片）,https://v.cdnlz11.com/20231206/18574_8614e0e4/index.m3u8
高贵的夫妇（英国战争片）,https://v.cdnlz11.com/20231206/18571_6b3a005d/index.m3u8
无知的声音（墨西哥 / 美国 / 波多黎各战争片）,https://v.cdnlz11.com/20231202/18501_e09eeaba/index.m3u8
志愿军：雄兵出击（大陆战争片）,https://v.cdnlz4.com/20231201/26186_1cd3ed6c/index.m3u8
处死国王（英国战争片）,https://v1.cdnlz1.com/20231122/24049_3b77585b/index.m3u8
战马一号（美国战争片）,https://v.cdnlz11.com/20231111/18236_dbc0048f/index.m3u8
我们曾是战士（美国战争片）,https://v.cdnlz11.com/20231107/18159_37157f32/index.m3u8
高原激战（意大利战争片）,https://v.cdnlz11.com/20231027/17960_43a63283/index.m3u8
马来亚三日（泰国战争片）,https://v.cdnlz12.com/20231026/10712_974f45ec/index.m3u8
东方2020（荷兰战争片）,https://v1.cdnlz1.com/20231023/23059_19500e7c/index.m3u8
凯恩舰哗变的军事审判（美国战争片）,https://v1.cdnlz1.com/20231019/22971_55c6c6b1/index.m3u8
拦截密码战（美国战争片）,https://v1.cdnlz1.com/20231009/22557_cde40029/index.m3u8
纳粹制造（英国战争片）,https://v1.cdnlz1.com/20231007/22493_8b51d8bd/index.m3u8
阴谋2001（美国战争片）,https://v1.cdnlz1.com/20231007/22492_7c065484/index.m3u8
烈血暹士2000（泰国战争片）,https://v1.cdnlz1.com/20231006/22452_fbc242dc/index.m3u8
浴血无名·奔袭（大陆战争片）,https://v.cdnlz3.com/20231001/22081_258bd1fd/index.m3u8
炮楼（大陆战争片）,https://v.cdnlz2.com/20230927/26437_9635bc30/index.m3u8
果尔达（英国战争片）,https://v.cdnlz3.com/20230921/21811_3dccc53a/index.m3u8
晚安，汤姆先生（英国战争片）,https://v.cdnlz3.com/20230920/21763_7f3c7a27/index.m3u8
战争陷阱（法国战争片）,https://v.cdnlz12.com/20230914/10459_03d7afe0/index.m3u8
反恐疑云（美国战争片）,https://v.cdnlz12.com/20230911/10230_580ca4ed/index.m3u8
无声的抵抗（法国战争片）,https://v.cdnlz12.com/20230908/10079_d10015cd/index.m3u8
第六巴士2022（克罗地亚战争片）,https://v.cdnlz12.com/20230905/9875_9bbeaa34/index.m3u8
安娜的战争（俄罗斯战争片）,https://v.cdnlz12.com/20230905/9870_b374b826/index.m3u8
小王国的爱情2019（斯洛伐克战争片）,https://v.cdnlz3.com/20230904/21604_ff658246/index.m3u8
一条军裤（法国战争片）,https://vip.lz-cdn12.com/20230901/9731_8ae767b9/index.m3u8
浴火鸟2021（爱沙尼亚 / 英国战争片）,https://vip.lz-cdn12.com/20230828/9610_f353f791/index.m3u8
灰烬1965（波兰战争片）,https://vip.lz-cdn12.com/20230828/9589_c2238bd5/index.m3u8
帕斯尚尔战役（加拿大战争片）,https://vip.lz-cdn12.com/20230826/9553_c103a29c/index.m3u8
神探坤潘3（泰国战争片）,https://vip.lz-cdn3.com/20230815/21117_2caf4fad/index.m3u8
坚不可摧2018（俄罗斯战争片）,https://vip1.lz-cdn1.com/20230815/21837_bc95c0c0/index.m3u8
土耳其冰激凌（土耳其战争片）,https://vip.lz-cdn4.com/20230810/25950_7ef26881/index.m3u8
红色特工（大陆战争片）,https://vip1.lz-cdn1.com/20230812/21779_81e1cadb/index.m3u8
海的沉默（法国战争片）,https://vip1.lz-cdn1.com/20230810/21728_9083c917/index.m3u8
奇袭400高地（美国战争片）,https://vip1.lz-cdn1.com/20230809/21717_ba244547/index.m3u8
精忠报国1971（台湾战争片）,https://vip1.lz-cdn1.com/20230809/21715_d5c7eff5/index.m3u8
黎明前的拉达克（印度战争片）,https://vip.lz-cdn16.com/20230804/33988_66f7aaee/index.m3u8
迷失列车2022（荷兰战争片）,https://vip1.lz-cdn1.com/20230804/21615_ca7ff92e/index.m3u8
干预2019（法国战争片）,https://vip1.lz-cdn1.com/20230802/21582_9b4682d5/index.m3u8
支队2021（土耳其战争片）,https://vip1.lz-cdn1.com/20230730/21527_d990dc3a/index.m3u8
忠烈杨家将（大陆战争片）,https://vip1.lz-cdn1.com/20230729/21509_10154819/index.m3u8
不列颠之战1969（英国战争片）,https://vip1.lz-cdn1.com/20230727/21456_e2db5007/index.m3u8
夜袭（大陆战争片）,https://vip.lz-cdn16.com/20230724/32577_f62dc8af/index.m3u8
1941年夏天（哈萨克斯坦战争片）,https://vip1.lz-cdn1.com/20230726/21430_768709dc/index.m3u8
来自收容所的爱（日本战争片）,https://vip1.lz-cdn1.com/20230723/21382_f0771792/index.m3u8
斗室【粤语】（香港战争片）,https://vip.lz-cdn12.com/20230719/8863_c3e66173/index.m3u8
走出西柏坡（大陆战争片）,https://vip.lz-cdn3.com/20230719/20378_35a5ffae/index.m3u8
丛林无边（大陆战争片）,https://hd.lz-cdn18.com/20230719/4116_cc257285/index.m3u8
沙堡2017（美国战争片）,https://vip.lz-cdn3.com/20230718/20347_7c394a45/index.m3u8
封神·纣灭（大陆战争片）,https://vip.lz-cdn3.com/20230718/20333_df5d1d0d/index.m3u8
廓尔喀：勇气之下（英国战争片）,https://vip.lz-cdn3.com/20230712/20222_089d60a9/index.m3u8
女子别动队（大陆战争片）,https://vip.lz-cdn3.com/20230712/20198_bd7c2d35/index.m3u8
极地漫步（美国战争片）,https://vip.lz-cdn3.com/20230711/20186_fd736e56/index.m3u8
碧血黄花1954【国语】（香港战争片）,https://vip.lz-cdn3.com/20230711/20169_e521345a/index.m3u8
冰雪狙击2（大陆战争片）,https://hd.lz-cdn18.com/20230710/3920_55b35055/index.m3u8
平原游击队1955（大陆战争片）,https://vip.lz-cdn3.com/20230707/20082_04711cf8/index.m3u8
少侠快跑（大陆战争片）,https://vip.lz-cdn3.com/20230704/20034_ec9f0c6d/index.m3u8
奇袭白虎团（大陆战争片）,https://vip.lz-cdn3.com/20230626/19876_087fbcb3/index.m3u8
百万雄师下江南（大陆战争片）,https://vip.lz-cdn3.com/20230626/19869_d994aace/index.m3u8
围捕（法国战争片）,https://vip.lz-cdn3.com/20230623/19805_1d3ad995/index.m3u8
春妇传（日本战争片）,https://vip.lzcdn2.com/20230620/26185_af66bc4c/index.m3u8
傲气盖天（英国战争片）,https://vip.lz-cdn3.com/20230618/19675_db4cf0c3/index.m3u8
拯救列宁格勒（俄罗斯战争片）,https://vip.lz-cdn3.com/20230614/19569_01953661/index.m3u8
通向自由之路（西班牙战争片）,https://vip.lz-cdn3.com/20230612/19527_4bd4b388/index.m3u8
蓝与黑续集【国语】（香港战争片）,https://vip.lz-cdn3.com/20230612/19507_c1e1f1ad/index.m3u8
树屋上的童真（美国战争片）,https://vip.lz-cdn3.com/20230605/19340_72e8a3c8/index.m3u8
南京东1937（大陆战争片）,https://vip.lz-cdn3.com/20230604/19306_4716f2a0/index.m3u8
英勇的民族（葡萄牙 / 法国 / 安哥拉战争片）,https://vip.lz-cdn3.com/20230604/19298_3b577f07/index.m3u8
失鞋战场（美国战争片）,https://vip.lz-cdn3.com/20230527/19108_4f0e158f/index.m3u8
克朗代克2022（乌克兰 / 土耳其战争片）,https://vip.lz-cdn3.com/20230527/19095_17bb0ada/index.m3u8
玻璃房（德国战争片）,https://vip1.lz-cdn1.com/20230525/21034_c7737285/index.m3u8
永远的0（日本战争片）,https://vip1.lz-cdn7.com/20230523/16136_3fd5246f/index.m3u8
偷书贼（美国战争片）,https://vip1.lz-cdn7.com/20230522/16118_477c8484/index.m3u8
青年将军高约（菲律宾战争片）,https://vip1.lz-cdn7.com/20230518/16049_d9e967b8/index.m3u8
拉贝日记（法国战争片）,https://vip1.lz-cdn7.com/20230514/15975_90872cd1/index.m3u8
双狙人（美国战争片）,https://vip.lz-cdn3.com/20230509/18861_0cf94381/index.m3u8
斯大林格勒战役1993（德国战争片）,https://vip.lz-cdn3.com/20230509/18860_bfb7c120/index.m3u8
皇牌空战（哈萨克斯坦战争片）,https://vip1.lz-cdn1.com/20230505/20970_b14d9ec3/index.m3u8
隆美尔2012（德国战争片）,https://vip1.lz-cdn7.com/20230504/15789_14b554b2/index.m3u8
战争与和平1956（意大利 / 美国意大利 / 美国战争片）,https://vip1.lz-cdn7.com/20230503/15783_791af66e/index.m3u8
南部军（韩国战争片）,https://vip.lzcdn2.com/20220517/6663_6a0bb7a1/index.m3u8
验伤（爱尔兰 / 西班牙 / 比利时 / 法国战争片）,https://vip1.lz-cdn7.com/20230430/15724_a5582c8b/index.m3u8
空中的天使（南非战争片）,https://vip1.lz-cdn7.com/20230428/15679_72631d8b/index.m3u8
鬣狗之路（加拿大战争片）,https://vip1.lz-cdn7.com/20221202/12274_429d87cc/index.m3u8
兄弟2009（美国战争片）,https://vip1.lz-cdn7.com/20230427/15654_500ae107/index.m3u8
漠北十八勇士（大陆战争片）,https://vip1.lz-cdn7.com/20230426/15620_247dda49/index.m3u8
彼得一世2018（塞尔维亚 / 希腊战争片）,https://vip1.lz-cdn7.com/20230425/15607_a3254cd8/index.m3u8
欧洲特快车1991（丹麦 / 法国 / 德国 / 瑞典 / 瑞士战争片）,https://vip1.lz-cdn7.com/20230421/15495_ca2fbba8/index.m3u8
天与地1990（日本战争片）,https://vip1.lz-cdn7.com/20230417/15429_76879cb1/index.m3u8
法国大革命1989上（法国战争片）,https://vip1.lz-cdn7.com/20230414/15382_3d9c4d61/index.m3u8
法国大革命1989下（法国战争片）,https://vip1.lz-cdn7.com/20230414/15383_8efe9af8/index.m3u8
逃出桂河（英国战争片）,https://vip1.lz-cdn7.com/20230414/15372_a1f259ad/index.m3u8
斯大林格勒大血战上（苏联 / 美国 / 捷克斯洛伐克 / 东德战争片）,https://vip1.lz-cdn7.com/20230414/15369_58fbcac8/index.m3u8
斯大林格勒大血战下（苏联 / 美国 / 捷克斯洛伐克 / 东德战争片）,https://vip1.lz-cdn7.com/20230414/15368_46e399b9/index.m3u8
战争安魂曲（英国战争片）,https://vip1.lz-cdn7.com/20230413/15340_92465df9/index.m3u8
生于七月四日（美国战争片）,https://vip1.lz-cdn7.com/20230411/15304_b3ab32fa/index.m3u8
入侵阿富汗（美国战争片）,https://vip1.lz-cdn7.com/20230409/15251_39b45000/index.m3u8
轻骑兵1987（澳大利亚战争片）,https://vip.lz-cdn3.com/20230404/18518_e1e04329/index.m3u8
莫斯科保卫战上（苏联 / 捷克斯洛伐克 / 东德 / 越南战争片）,https://vip.lz-cdn16.com/20230402/15143_b44a557c/index.m3u8
莫斯科保卫战下（苏联 / 捷克斯洛伐克 / 东德 / 越南战争片）,https://vip.lz-cdn16.com/20230402/15145_334ba704/index.m3u8
敦刻尔克原声（英国战争片）,https://vip.lz-cdn3.com/20220730/10363_5affa88f/index.m3u8
敦刻尔克【国语】（英国战争片）,https://vip.lz-cdn16.com/20230403/15407_f7878b75/index.m3u8
海与毒药（日本战争片）,https://vip1.lz-cdn7.com/20230402/15151_fed474f8/index.m3u8
战俘列车（美国战争片）,https://vip1.lz-cdn7.com/20230331/15121_4821c076/index.m3u8
视死如归1962（美国战争片）,https://vip.lz-cdn3.com/20230328/18389_0dec0fc0/index.m3u8
越战先锋1984（美国战争片）,https://vip1.lz-cdn7.com/20230325/15100_be63c80d/index.m3u8
魔女玛塔（美国战争片）,https://vip1.lz-cdn7.com/20230325/15085_54e51eb7/index.m3u8
东游记1983（美国战争片）,https://vip.lz-cdn3.com/20230320/18221_d57bd38a/index.m3u8
杀戮战场1984（英国战争片）,https://vip1.lz-cdn7.com/20230320/15024_a3d079b0/index.m3u8
战火下（美国战争片）,https://vip1.lz-cdn7.com/20230320/15022_694c39bd/index.m3u8
撒哈拉（澳大利亚 / 美国战争片）,https://vip1.lz-cdn7.com/20230318/15017_b07bb0c9/index.m3u8
靡菲斯特（西德 / 匈牙利 / 奥地利战争片）,https://vip1.lz-cdn7.com/20230312/14918_a8c18b17/index.m3u8
地堡（法国战争片）,https://vip.lz-cdn3.com/20230311/18077_4940d566/index.m3u8
伊拉克碎片（美国战争片）,https://vip.lz-cdn3.com/20230311/18074_cfdf9d7c/index.m3u8
海狼1980（瑞士 / 英国 / 美国战争片）,https://vip.lz-cdn3.com/20230311/18055_d33d387d/index.m3u8
夺命狂花2023（大陆战争片）,https://vip.lz-cdn3.com/20230309/18035_28b38290/index.m3u8
A计划2021（德国 / 以色列战争片）,https://vip1.lz-cdn1.com/20230306/20694_4064bc2f/index.m3u8
战地童子（俄罗斯战争片）,https://vip.lz-cdn3.com/20230307/18008_682131c9/index.m3u8
弗朗德勒（法国战争片）,https://vip1.lz-cdn7.com/20230306/14786_60d41113/index.m3u8
童话2022（俄罗斯战争片）,https://vip1.lz-cdn7.com/20230302/14660_a3d89bd9/index.m3u8
没有出口的海（日本战争片）,https://vip1.lz-cdn7.com/20230301/14640_efc51d38/index.m3u8
勇敢的人2006（美国战争片）,https://vip1.lz-cdn7.com/20230226/14570_22d202cd/index.m3u8
佣兵传奇（西班牙战争片）,https://vip1.lz-cdn7.com/20230224/14519_3f817cf2/index.m3u8
兵临城下【国语】（爱尔兰 / 英国 / 法国 / 德国 / 美国战争片）,https://vip.lz-cdn17.com/20230224/4019_c4eca03a/index.m3u8
希望与荣耀（英国战争片）,https://vip1.lz-cdn7.com/20230224/14508_99780348/index.m3u8
光荣岁月2006（ 阿尔及利亚 / 法国 / 摩洛哥 / 比利时战争片）,https://vip1.lz-cdn7.com/20230224/14502_0c14135c/index.m3u8
戈雅之魂（美国战争片）,https://vip1.lz-cdn7.com/20230224/14500_fcefaacd/index.m3u8
战火赤子心（美国战争片）,https://vip.lz-cdn3.com/20230221/17840_db2d3181/index.m3u8
渡江侦察记1954（大陆战争片）,https://vip.lz-cdn3.com/20230221/17823_16eda6fb/index.m3u8
塔斯克基飞行员（美国战争片）,https://vip.lz-cdn3.com/20230221/17813_1542b854/index.m3u8
上帝的使者（英国战争片）,https://vip1.lz-cdn7.com/20230220/14420_4a0aaf1e/index.m3u8
祖鲁战争（英国战争片）,https://vip1.lz-cdn7.com/20230218/14369_4161b490/index.m3u8
墨菲的战争原声（英国战争片）,https://vip1.lz-cdn7.com/20230217/14329_8c5f5593/index.m3u8
墨菲的战争【国语】（英国战争片）,https://vip1.lz-cdn7.com/20230217/14328_ad8ff0d5/index.m3u8
缅甸的竖琴1956（日本战争片）,https://vip1.lz-cdn7.com/20230217/14326_e8c6c93e/index.m3u8
血腥星期天2002（英国战争片）,https://vip1.lz-cdn7.com/20230216/14315_418e2f06/index.m3u8
二百三高地（日本战争片）,https://vip1.lz-cdn7.com/20230216/14292_e7f3ea74/index.m3u8
军歌嘹亮1965（大陆战争片）,https://vip.lz-cdn3.com/20230214/17722_ff28de76/index.m3u8
解放5：最后一击（苏联战争片）,https://vip1.lz-cdn7.com/20230213/14214_22bc1562/index.m3u8
解放4：柏林之战（苏联战争片）,https://vip1.lz-cdn7.com/20230213/14213_77f2bcad/index.m3u8
解放3：主攻方向（苏联战争片）,https://vip1.lz-cdn7.com/20230213/14212_fabbce88/index.m3u8
解放2：突破（苏联战争片）,https://vip1.lz-cdn7.com/20230213/14211_9857c279/index.m3u8
解放1：炮火弧线（苏联战争片）,https://vip1.lz-cdn7.com/20230213/14210_cd220c4f/index.m3u8
理查三世1955（英国战争片）,https://vip1.lz-cdn7.com/20230213/14203_fd93815a/index.m3u8
逃离索比堡（英国战争片）,https://vip1.lz-cdn7.com/20230212/14188_b11482f3/index.m3u8
堕落天使2006（美国战争片）,https://vip1.lz-cdn7.com/20230212/14180_0f085442/index.m3u8
铁十字勋章（英国战争片）,https://vip1.lz-cdn7.com/20230210/14104_e4b734eb/index.m3u8
开国大典（大陆战争片）,https://vip1.lz-cdn7.com/20230210/14102_acfeab3c/index.m3u8
中国女兵（台湾战争片）,https://vip1.lz-cdn7.com/20230209/14081_f6fb3477/index.m3u8
老虎连（美国战争片）,https://vip1.lz-cdn7.com/20230209/14067_91dea02c/index.m3u8
